SSA,SSA-ids,USA,VP,asr,asr-conf,asr-dist,asr-time,attempt,avg-asr-conf,avg-asr-dist,avg-length,barge-in,count-SSA-ASKCONFIRM,count-SSA-ASKFORINFO,count-SSA-CONFIRM,count-SSA-DETAILS,count-SSA-INFO,count-SSA-NAV,count-SSA-SORRY,count-SSA-WELCOME,count-barge-in,count-words-sum,count-words-system,count-words-user,end,label,length,rating,rating-1,rating-backup,rating-avgLinear,rating-closest,rating-closestAfter,rating-complete,rating-latest,rating-latestInTurn,speakers,start,task,text-system,text-user,turn,words-sum,words-system,words-user,rating-closestAfterOrLatest,pc-1-1,pc-2-1,pc-2-2,pc-3-1,pc-3-2,pc-3-3,pc-4-1,pc-4-2,pc-4-3,pc-4-4,pc-5-1,pc-5-2,pc-5-3,pc-5-4,pc-5-5,pc-6-1,pc-6-2,pc-6-3,pc-6-4,pc-6-5,pc-6-6,pc-7-1,pc-7-2,pc-7-3,pc-7-4,pc-7-5,pc-7-6,pc-7-7,pc-8-1,pc-8-2,pc-8-3,pc-8-4,pc-8-5,pc-8-6,pc-8-7,pc-8-8,pc-9-1,pc-9-2,pc-9-3,pc-9-4,pc-9-5,pc-9-6,pc-9-7,pc-9-8,pc-9-9,SSA-ASKCONFIRM,SSA-ASKFORINFO,SSA-DETAILS,SSA-INFO,SSA-NAV,SSA-SORRY,SSA-WELCOME
,0,4,15,,0,-1,,1,70,2,8.2941176471,0,0,2,0,0,2,2,2,1,1,189,174,15,72,1511,3,,,1,,1,1,1,1,,u,69,1,,Ähm,1511,1,0,1,1,0.2708925548,0.2708925548,0.4573136627,0.2708925548,0.4573136627,0.6258632535,0.2708925548,0.4573136627,0.6258632535,-0.6377734455,0.2708925548,0.4573136627,0.6258632535,-0.6377734455,0.6249554596,0.2708925548,0.4573136627,0.6258632535,-0.6377734455,0.6249554596,-0.0649310188,0.2708925548,0.4573136627,0.6258632535,-0.6377734455,0.6249554596,-0.0649310188,-0.269490206,0.2708925548,0.4573136627,0.6258632535,-0.6377734455,0.6249554596,-0.0649310188,-0.269490206,0.576409956,0.2708925548,0.4573136627,0.6258632535,-0.6377734455,0.6249554596,-0.0649310188,-0.269490206,0.576409956,-0.0964788297,0,0,0,0,0,0,0
,0,1,15,,0,-1,,1,70,2,7.8888888889,1,0,2,0,0,2,2,2,1,2,192,176,16,75,1511,1,,,1,,1,,1,1,,u s,74,1,Punkte sammeln.,Entschuldi-,1511,3,2,1,1,1.1103795656,1.1103795656,0.3993015341,1.1103795656,0.3993015341,-0.0175906766,1.1103795656,0.3993015341,-0.0175906766,-0.4343714019,1.1103795656,0.3993015341,-0.0175906766,-0.4343714019,-0.7919011777,1.1103795656,0.3993015341,-0.0175906766,-0.4343714019,-0.7919011777,2.2282019509,1.1103795656,0.3993015341,-0.0175906766,-0.4343714019,-0.7919011777,2.2282019509,-0.4861188469,1.1103795656,0.3993015341,-0.0175906766,-0.4343714019,-0.7919011777,2.2282019509,-0.4861188469,0.8981969518,1.1103795656,0.3993015341,-0.0175906766,-0.4343714019,-0.7919011777,2.2282019509,-0.4861188469,0.8981969518,-0.0072037059,0,0,0,0,0,0,0
,0,2,15,ich will dies beispiel informationen zu meinen bonus punkte,62,56,101,1,66,29,7.5263157895,1,0,2,0,0,2,2,2,1,3,194,177,17,96,1511,1,,,1,,,,,1,,u s,95,1,Bedienungshin-,Ich,1511,2,1,1,1,6.1408365767,6.1408365767,-6.774204561,6.1408365767,-6.774204561,-5.3360165562,6.1408365767,-6.774204561,-5.3360165562,5.2165285947,6.1408365767,-6.774204561,-5.3360165562,5.2165285947,-1.1802532441,6.1408365767,-6.774204561,-5.3360165562,5.2165285947,-1.1802532441,-2.7688210499,6.1408365767,-6.774204561,-5.3360165562,5.2165285947,-1.1802532441,-2.7688210499,2.5436047665,6.1408365767,-6.774204561,-5.3360165562,5.2165285947,-1.1802532441,-2.7688210499,2.5436047665,8.2227717751,6.1408365767,-6.774204561,-5.3360165562,5.2165285947,-1.1802532441,-2.7688210499,2.5436047665,8.2227717751,-0.0037867001,0,0,0,0,0,0,0
,0,2,15,,0,-1,,1,66,29,7.35,0,0,2,0,0,2,2,2,1,3,200,177,23,100,1511,4,,,1,,,,,1,,u,96,1,,Ich möchte Informationen zu meinen Bonuspunkten.,1511,6,0,6,1,1.1309922421,1.1309922421,-0.0767562656,1.1309922421,-0.0767562656,0.4240770253,1.1309922421,-0.0767562656,0.4240770253,-0.2621441361,1.1309922421,-0.0767562656,0.4240770253,-0.2621441361,0.7038762179,1.1309922421,-0.0767562656,0.4240770253,-0.2621441361,0.7038762179,-0.4826288439,1.1309922421,-0.0767562656,0.4240770253,-0.2621441361,0.7038762179,-0.4826288439,-2.240301693,1.1309922421,-0.0767562656,0.4240770253,-0.2621441361,0.7038762179,-0.4826288439,-2.240301693,-0.4328796888,1.1309922421,-0.0767562656,0.4240770253,-0.2621441361,0.7038762179,-0.4826288439,-2.240301693,-0.4328796888,-0.0464960565,0,0,0,0,0,0,0
WELCOME NAV,11,0,15,,0,-1,,1,,,23,0,0,0,0,0,0,1,0,1,0,46,46,0,23,1521,23,,,3,,,,,,,s,0,2,#NS Herzlich Willkommen beim Kundenservice der Telekom. Schön dass Sie unser Kunde sind. Dieser Anruf ist kostenfrei. Sie können bei mir wie bei einem Kundenberater Ihre Tarifeinstellungen ändern und sich informieren. Sie steuern mich indem Sie mit mir sprechen. Wenn Sie wollen unterbrechen Sie mich einfach.,,1521,46,46,0,3,-1.3824240622,-1.3824240622,-0.5976847159,-1.3824240622,-0.5976847159,0.0749806597,-1.3824240622,-0.5976847159,0.0749806597,-0.4448316799,-1.3824240622,-0.5976847159,0.0749806597,-0.4448316799,0.703352953,-1.3824240622,-0.5976847159,0.0749806597,-0.4448316799,0.703352953,0.4047545949,-1.3824240622,-0.5976847159,0.0749806597,-0.4448316799,0.703352953,0.4047545949,0.0686124569,-1.3824240622,-0.5976847159,0.0749806597,-0.4448316799,0.703352953,0.4047545949,0.0686124569,0.2971966022,-1.3824240622,-0.5976847159,0.0749806597,-0.4448316799,0.703352953,0.4047545949,0.0686124569,0.2971966022,-0.1013597438,0,0,0,0,1,0,1
SORRY ASKFORINFO,12,0,15,,0,-1,,1,,,10.6666666667,0,0,1,0,0,0,1,1,1,0,64,64,0,36,1521,7,,,3,,,,,,,s,29,2,Entschuldigung ich konnte Sie leider nicht verstehen. Am besten nennen Sie mir ein Stichwort oder einen kurzen Satz.,,1521,18,18,0,3,-0.3345177281,-0.3345177281,0.1360086396,-0.3345177281,0.1360086396,0.516697308,-0.3345177281,0.1360086396,0.516697308,-0.7131776649,-0.3345177281,0.1360086396,0.516697308,-0.7131776649,0.7148898383,-0.3345177281,0.1360086396,0.516697308,-0.7131776649,0.7148898383,0.1912663579,-0.3345177281,0.1360086396,0.516697308,-0.7131776649,0.7148898383,0.1912663579,0.1211924393,-0.3345177281,0.1360086396,0.516697308,-0.7131776649,0.7148898383,0.1912663579,0.1211924393,0.6636714633,-0.3345177281,0.1360086396,0.516697308,-0.7131776649,0.7148898383,0.1912663579,0.1211924393,0.6636714633,0.0833925148,0,1,0,1,0,1,0
,0,0,15,,0,-1,,1,,,10.2,0,0,1,0,0,0,1,1,1,0,99,99,0,56,1521,17,1,0,3,3,,,,3,3,s,39,2,Okay Tarife. Hier bei mir können Sie sich allgemein und detailliert über unsere Tarife und Optionen informieren. Für allgemeine Informationen sagen Sie bitte Infos über Tarife oder Infos über Optionen. Wenn Sie etwas bestimmtes Interessiert,,1521,35,35,0,3,-0.9981986529,-0.9981986529,-0.1819359779,-0.9981986529,-0.1819359779,0.1928660635,-0.9981986529,-0.1819359779,0.1928660635,-0.4291244365,-0.9981986529,-0.1819359779,0.1928660635,-0.4291244365,0.5756939892,-0.9981986529,-0.1819359779,0.1928660635,-0.4291244365,0.5756939892,0.2332317601,-0.9981986529,-0.1819359779,0.1928660635,-0.4291244365,0.5756939892,0.2332317601,0.0749691469,-0.9981986529,-0.1819359779,0.1928660635,-0.4291244365,0.5756939892,0.2332317601,0.0749691469,0.3965300814,-0.9981986529,-0.1819359779,0.1928660635,-0.4291244365,0.5756939892,0.2332317601,0.0749691469,0.3965300814,-0.0439748884,0,0,0,0,0,0,0
INFO DETAILS,17,0,15,,0,-1,,1,,,16.5714285714,0,0,1,0,1,1,1,1,1,0,244,244,0,124,1521,63,2,1,3,4,3,3,3,4,4,s,61,2,Zunächst Ihr Status zum gewünschten Thema. Die Tarifoption Xtra Nonstop ist für Sie eingerichtet Tarifoption Xtra Nonstop Plus ist noch nicht für Sie eingerichtet Xtra Weekend ist noch nicht für Sie eingerichtet. Gut. Mit unseren Tarifoptionen können Ihren Tarif noch besser an Ihr Telefonieverhalten anpassen und Kosten sparen. So gibt es Optionen für Vieltelefonierer oder für Telefonate im Ausland interessant beispielsweise während ihres Urlaubs. Auch für's S_ M_ S_ Versenden oder Internet Surfen bieten wir das Passende. Ich gebe Ihnen jetzt gleich einen kurzen Überblick über die wichtigsten Optionen. Option Xtra Nonstop zahlen Sie nur noch für die erste Gesprächsminute. Dies und noch mehr bietet die Option Xtra Nonstop Plus. Damit können Sie zusätzlich einhundert S_ M_ S_ am Tag für nur neunundzwanzig Cent versenden. Buchbar ist die Xtra Nonstop Plus Option in den meisten Xtra Tarifen. Xtra Weekend am Wochenende für null Cent telefoniere-,,1521,145,145,0,3,-4.5580938722,-4.5580938722,-2.0750261123,-4.5580938722,-2.0750261123,-1.4800306939,-4.5580938722,-2.0750261123,-1.4800306939,0.9315351761,-4.5580938722,-2.0750261123,-1.4800306939,0.9315351761,0.0021404939,-4.5580938722,-2.0750261123,-1.4800306939,0.9315351761,0.0021404939,0.6026424108,-4.5580938722,-2.0750261123,-1.4800306939,0.9315351761,0.0021404939,0.6026424108,-0.1328553535,-4.5580938722,-2.0750261123,-1.4800306939,0.9315351761,0.0021404939,0.6026424108,-0.1328553535,-0.968745768,-4.5580938722,-2.0750261123,-1.4800306939,0.9315351761,0.0021404939,0.6026424108,-0.1328553535,-0.968745768,0.080368217,0,0,1,1,0,0,0
,0,1,15,,0,-1,,1,,,16.6666666667,0,0,1,0,1,1,1,1,1,0,254,244,10,27,1521,4,,,3,,,,,,,u,23,2,,Hm ich möchte wissen in welchem Tarif ich mich befinde.,1521,10,0,10,3,1.9064141028,1.9064141028,-0.9444207245,1.9064141028,-0.9444207245,0.4432529785,1.9064141028,-0.9444207245,0.4432529785,-0.3826431528,1.9064141028,-0.9444207245,0.4432529785,-0.3826431528,1.215756453,1.9064141028,-0.9444207245,0.4432529785,-0.3826431528,1.215756453,-0.5190835734,1.9064141028,-0.9444207245,0.4432529785,-0.3826431528,1.215756453,-0.5190835734,-3.7689873639,1.9064141028,-0.9444207245,0.4432529785,-0.3826431528,1.215756453,-0.5190835734,-3.7689873639,-1.0904223893,1.9064141028,-0.9444207245,0.4432529785,-0.3826431528,1.215756453,-0.5190835734,-3.7689873639,-1.0904223893,0.0365009069,0,0,0,0,0,0,0
SORRY,9,2,15,tarif,70,1,38,1,70,1,15.1,1,0,1,0,1,1,1,2,1,1,260,249,11,37,1521,1,,,4,,4,4,4,,,s u,36,2,Bitte wiederholen Sie Ihr Anliegen.,Tarif?,1521,6,5,1,4,2.125626298,2.125626298,-0.4205387975,2.125626298,-0.4205387975,-0.5452801272,2.125626298,-0.4205387975,-0.5452801272,-0.1714784506,2.125626298,-0.4205387975,-0.5452801272,-0.1714784506,-0.4446130502,2.125626298,-0.4205387975,-0.5452801272,-0.1714784506,-0.4446130502,2.1539009922,2.125626298,-0.4205387975,-0.5452801272,-0.1714784506,-0.4446130502,2.1539009922,0.8996904267,2.125626298,-0.4205387975,-0.5452801272,-0.1714784506,-0.4446130502,2.1539009922,0.8996904267,-0.1597609989,2.125626298,-0.4205387975,-0.5452801272,-0.1714784506,-0.4446130502,2.1539009922,0.8996904267,-0.1597609989,0.0715018585,0,0,0,0,0,1,0
,0,1,15,infos uber optionen,75,0,60,1,72.5,0.5,14,1,0,1,0,1,1,1,2,1,2,271,257,14,59,1521,3,,,3,,,,,3,,s u,56,2,können Sie das auch gleich direkt in ein-,Infos über Optionen.,1521,11,8,3,3,2.3437716469,2.3437716469,-0.5548813462,2.3437716469,-0.5548813462,-0.6353244826,2.3437716469,-0.5548813462,-0.6353244826,-0.0200409591,2.3437716469,-0.5548813462,-0.6353244826,-0.0200409591,-0.4498302985,2.3437716469,-0.5548813462,-0.6353244826,-0.0200409591,-0.4498302985,2.0539282685,2.3437716469,-0.5548813462,-0.6353244826,-0.0200409591,-0.4498302985,2.0539282685,0.1602156377,2.3437716469,-0.5548813462,-0.6353244826,-0.0200409591,-0.4498302985,2.0539282685,0.1602156377,-0.8692749933,2.3437716469,-0.5548813462,-0.6353244826,-0.0200409591,-0.4498302985,2.0539282685,0.1602156377,-0.8692749933,0.0775858592,0,0,0,0,0,0,0
ASKFORINFO WELCOME,15,0,15,,0,-1,,1,,,26,0,0,1,0,0,0,0,0,1,0,60,60,0,26,1531,26,,,3,,,,,,,s,0,3,#NS Hallo und herzlich Willkommen beim Kundenservice der Telekom. Schön dass Sie unser Kunde sind. Dieser Anruf ist kostenfrei. Ich habe einige interessante Tipps unter anderem zu den Themen Xtra-Optionen sowie Xtra-Guthaben. Neugierig? Dann sagen Sie jetzt Tipps. Sie können mir aber auch jetzt direkt Ihr Anliegen nennen als Stichwort oder im ganzen Satz. Probieren Sie es einfach mal aus.,,1531,60,60,0,3,-1.7255950588,-1.7255950588,-0.7955632668,-1.7255950588,-0.7955632668,-0.0870227598,-1.7255950588,-0.7955632668,-0.0870227598,-0.337579211,-1.7255950588,-0.7955632668,-0.0870227598,-0.337579211,0.6597079228,-1.7255950588,-0.7955632668,-0.0870227598,-0.337579211,0.6597079228,0.4518042512,-1.7255950588,-0.7955632668,-0.0870227598,-0.337579211,0.6597079228,0.4518042512,0.0539511577,-1.7255950588,-0.7955632668,-0.0870227598,-0.337579211,0.6597079228,0.4518042512,0.0539511577,0.1732937797,-1.7255950588,-0.7955632668,-0.0870227598,-0.337579211,0.6597079228,0.4518042512,0.0539511577,0.1732937797,0.0591138713,0,1,0,1,0,0,1
ASKFORINFO,4,0,15,,0,-1,,1,,,12,0,0,2,0,0,0,0,0,1,0,94,94,0,58,1531,18,2,1,4,4,,,,4,4,s,40,3,Okay. Zu welchem Thema möchten Sie Informationen? Ich nenne Ihnen jetzt möglichen Themen. Unterbrechen Sie mich dabei ruhig. Sagen Sie entweder Tarife Tarifoptionen Option Xtra Nonstop Plus Xtra Weekend Xtra S_ M_ S_ Sparoption,,1531,34,34,0,4,-1.0202378897,-1.0202378897,-0.1869300772,-1.0202378897,-0.1869300772,0.1729856783,-1.0202378897,-0.1869300772,0.1729856783,-0.4226899375,-1.0202378897,-0.1869300772,0.1729856783,-0.4226899375,0.5626954244,-1.0202378897,-0.1869300772,0.1729856783,-0.4226899375,0.5626954244,0.2259463677,-1.0202378897,-0.1869300772,0.1729856783,-0.4226899375,0.5626954244,0.2259463677,0.0705558984,-1.0202378897,-0.1869300772,0.1729856783,-0.4226899375,0.5626954244,0.2259463677,0.0705558984,0.3841663038,-1.0202378897,-0.1869300772,0.1729856783,-0.4226899375,0.5626954244,0.2259463677,0.0705558984,0.3841663038,-0.1169551463,0,1,0,1,0,0,0
,0,0,15,,0,-1,,1,,,11,0,0,2,0,0,0,0,0,1,0,129,129,0,78,1531,17,2,1,4,4,,,,4,4,s,61,3,Mit Xtra Weekend können Sie am Wochenende für null Cent telefonieren. Der Optionspreis beträgt lediglich vier Euro neunundneunzig monatlich. Zu Xtra Weekend habe ich übrigens noch mehr. Wünschen Sie zu diesem Thema noch zusätzliche Informationen?,,1531,35,35,0,4,-1.0113901718,-1.0113901718,-0.0757423436,-1.0113901718,-0.0757423436,0.1459385448,-1.0113901718,-0.0757423436,0.1459385448,-0.3449908242,-1.0113901718,-0.0757423436,0.1459385448,-0.3449908242,0.4688527686,-1.0113901718,-0.0757423436,0.1459385448,-0.3449908242,0.4688527686,0.1598912047,-1.0113901718,-0.0757423436,0.1459385448,-0.3449908242,0.4688527686,0.1598912047,0.0640769746,-1.0113901718,-0.0757423436,0.1459385448,-0.3449908242,0.4688527686,0.1598912047,0.0640769746,0.3644376045,-1.0113901718,-0.0757423436,0.1459385448,-0.3449908242,0.4688527686,0.1598912047,0.0640769746,0.3644376045,-0.0445480347,0,0,0,0,0,0,0
SORRY,9,0,15,,0,-1,,1,,,8.75,0,0,2,0,0,0,0,1,1,0,136,136,0,84,1531,2,,,3,,3,3,3,4,,s,82,3,Würden Sie das bitte noch eimal wiederholen?,,1531,7,7,0,3,0.0034426504,0.0034426504,0.599571697,0.0034426504,0.599571697,0.583836395,0.0034426504,0.599571697,0.583836395,-0.6312472163,0.0034426504,0.599571697,0.583836395,-0.6312472163,0.5114254087,0.0034426504,0.599571697,0.583836395,-0.6312472163,0.5114254087,-0.0259607679,0.0034426504,0.599571697,0.583836395,-0.6312472163,0.5114254087,-0.0259607679,0.1167012881,0.0034426504,0.599571697,0.583836395,-0.6312472163,0.5114254087,-0.0259607679,0.1167012881,0.7264039551,0.0034426504,0.599571697,0.583836395,-0.6312472163,0.5114254087,-0.0259607679,0.1167012881,0.7264039551,0.0897695953,0,0,0,0,0,1,0
SORRY,9,0,15,,0,-1,,1,,,8.2,0,0,2,0,0,0,0,2,1,0,162,162,0,98,1531,10,1,0,2,2,,,,2,2,s,88,3,Leider konnte ich Ihre Äußerung nicht eindeutig zuordnen. Sie haben gerade Informationen gehört. Wenn Sie diese noch einmal hören möchten wiederholen Sie bitte jetzt Ihren Infowunsch.,,1531,26,26,0,2,-0.6148400605,-0.6148400605,0.2821158985,-0.6148400605,0.2821158985,0.289861787,-0.6148400605,0.2821158985,0.289861787,-0.3860670012,-0.6148400605,0.2821158985,0.289861787,-0.3860670012,0.4016094417,-0.6148400605,0.2821158985,0.289861787,-0.3860670012,0.4016094417,0.0309271742,-0.6148400605,0.2821158985,0.289861787,-0.3860670012,0.4016094417,0.0309271742,0.0795444827,-0.6148400605,0.2821158985,0.289861787,-0.3860670012,0.4016094417,0.0309271742,0.0795444827,0.486514406,-0.6148400605,0.2821158985,0.289861787,-0.3860670012,0.4016094417,0.0309271742,0.0795444827,0.486514406,0.1084266971,0,0,0,0,0,1,0
ASKFORINFO NAV,10,0,15,,0,-1,,1,,,10.8333333333,0,0,3,0,0,0,1,2,1,0,261,261,0,148,1531,45,1,0,2,2,2,2,2,2,2,s,103,3,Der Kontoservice informiert Sie über Ihr noch verfügbares Gesprächsguthaben. Mit der Kurzwahl zweitausend können Sie jederzeit Ihr aktuelles Xtra-Guthaben abfragen oder aufladen. Ihr Gesprächsguthaben können Sie übrigens auch direkt über Ihr Handy abrufen. Geben Sie dafür über die Tastatur folgenden Xtra-Code ein. Stern einhundert Raute. Abschließend noch die grüne Hörertaste drücken und schon sehen Sie Ihr Xtra-Guthaben auf dem Handydisplay. Die Kontostandabfrage via Xtra-Code ist übrigens auch im Ausland kostenfrei. Ein Tipp für's nächste Mal. Sie können mir Ihren Wunsch auch gleich komplett sagen. #NS Sie befinden sich nun wieder am Start. Was kann ich noch für Sie tun?,,1531,99,99,0,2,-3.14703471,-3.14703471,-1.0607948659,-3.14703471,-1.0607948659,-0.9034463049,-3.14703471,-1.0607948659,-0.9034463049,0.5896140619,-3.14703471,-1.0607948659,-0.9034463049,0.5896140619,-0.010942121,-3.14703471,-1.0607948659,-0.9034463049,0.5896140619,-0.010942121,0.2840406323,-3.14703471,-1.0607948659,-0.9034463049,0.5896140619,-0.010942121,0.2840406323,-0.075500621,-3.14703471,-1.0607948659,-0.9034463049,0.5896140619,-0.010942121,0.2840406323,-0.075500621,-0.4921685293,-3.14703471,-1.0607948659,-0.9034463049,0.5896140619,-0.010942121,0.2840406323,-0.075500621,-0.4921685293,-0.0355869963,0,1,0,1,1,0,0
ASKFORINFO,4,0,15,,0,-1,,1,,,11.1538461538,0,0,4,0,0,0,1,2,1,0,289,289,0,169,1531,15,1,0,1,1,,,,1,1,s,154,3,Meine folgenden Ansagen können Sie jederzeit durch Ihre Spracheingabe unterbrechen. Sie haben hier die Möglichkeit folgende Einstellungen Ihrer Telekom-Mobilfunkkarte zu ändern. Tarif Tarifoption Xtra Nonstop Plus Xtra Weekend,,1531,28,28,0,1,-0.8768379533,-0.8768379533,0.4817259838,-0.8768379533,0.4817259838,0.0630343622,-0.8768379533,0.4817259838,0.0630343622,-0.0181785987,-0.8768379533,0.4817259838,0.0630343622,-0.0181785987,0.0536697285,-0.8768379533,0.4817259838,0.0630343622,-0.0181785987,0.0536697285,-0.1634386319,-0.8768379533,0.4817259838,0.0630343622,-0.0181785987,0.0536697285,-0.1634386319,0.0285937615,-0.8768379533,0.4817259838,0.0630343622,-0.0181785987,0.0536697285,-0.1634386319,0.0285937615,0.2994813793,-0.8768379533,0.4817259838,0.0630343622,-0.0181785987,0.0536697285,-0.1634386319,0.0285937615,0.2994813793,-0.1019063179,0,1,0,1,0,0,0
INFO,2,0,15,,0,-1,,1,,,10,0,0,4,0,0,1,1,2,1,0,298,298,0,176,1531,4,,,1,,,,,1,,s,172,3,Die Tarifoption Xtra Nonstop Plus ist für Sie eingerichtet.,,1531,9,9,0,1,-0.1593347066,-0.1593347066,0.9743197272,-0.1593347066,0.9743197272,0.3684653644,-0.1593347066,0.9743197272,0.3684653644,-0.2096275925,-0.1593347066,0.9743197272,0.3684653644,-0.2096275925,0.0703784314,-0.1593347066,0.9743197272,0.3684653644,-0.2096275925,0.0703784314,-0.3032353675,-0.1593347066,0.9743197272,0.3684653644,-0.2096275925,0.0703784314,-0.3032353675,0.0656175738,-0.1593347066,0.9743197272,0.3684653644,-0.2096275925,0.0703784314,-0.3032353675,0.0656175738,0.55289646,-0.1593347066,0.9743197272,0.3684653644,-0.2096275925,0.0703784314,-0.3032353675,0.0656175738,0.55289646,0.0307404662,0,0,0,1,0,0,0
INFO ASKFORINFO,6,0,15,,0,-1,,1,,,10.2352941176,0,0,5,0,0,2,1,2,1,0,344,344,0,212,1531,23,2,1,4,4,,,,4,4,s,189,3,Okay Sie möchten die Einstellung einer Tarifoption ändern. Zunächst Ihr Status. Die Tarifoption Xtra Nonstop Plus ist für Sie eingerichtet. Xtra Weekend ist für Sie eingerichtet. Die Xtra S_ M_ S_ Sparoption S_ ist nicht eingerichtet. Okay soweit Ihr Status. Welche Option möchten Sie nun ändern?,,1531,46,46,0,4,-1.496188711,-1.496188711,0.3140539236,-1.496188711,0.3140539236,-0.2767251391,-1.496188711,0.3140539236,-0.2767251391,0.3445909988,-1.496188711,0.3140539236,-0.2767251391,0.3445909988,-0.1915292968,-1.496188711,0.3140539236,-0.2767251391,0.3445909988,-0.1915292968,-0.2023791906,-1.496188711,0.3140539236,-0.2767251391,0.3445909988,-0.1915292968,-0.2023791906,-0.0222376262,-1.496188711,0.3140539236,-0.2767251391,0.3445909988,-0.1915292968,-0.2023791906,-0.0222376262,0.0229206114,-1.496188711,0.3140539236,-0.2767251391,0.3445909988,-0.1915292968,-0.2023791906,-0.0222376262,0.0229206114,-0.106326739,0,1,0,1,0,0,0
,0,0,15,,0,-1,,1,,,9.7222222222,0,0,5,0,0,2,1,2,1,0,345,345,0,215,1531,1,,,4,,,,,4,,s,214,3,W-,,1531,1,1,0,4,0.0602195963,0.0602195963,1.3154723027,0.0602195963,1.3154723027,0.404196815,0.0602195963,1.3154723027,0.404196815,-0.1189649059,0.0602195963,1.3154723027,0.404196815,-0.1189649059,-0.0959682687,0.0602195963,1.3154723027,0.404196815,-0.1189649059,-0.0959682687,-0.4687497044,0.0602195963,1.3154723027,0.404196815,-0.1189649059,-0.0959682687,-0.4687497044,0.0585489571,0.0602195963,1.3154723027,0.404196815,-0.1189649059,-0.0959682687,-0.4687497044,0.0585489571,0.5833951865,0.0602195963,1.3154723027,0.404196815,-0.1189649059,-0.0959682687,-0.4687497044,0.0585489571,0.5833951865,0.0030546103,0,0,0,0,0,0,0
SORRY,9,0,15,,0,-1,,1,,,9.8947368421,0,0,5,0,0,2,1,3,1,0,374,374,0,228,1531,13,1,0,3,3,3,,3,3,3,s,215,3,Leider konnte ich Ihre Äußerung nicht eindeutig zuordnen. Verwenden Sie jetzt eins der folgenden Stichworte. Sagen Sie entweder Xtra Nonstop Plus Xtra Weekend die S_ M_ S_ Sparoption S_,,1531,29,29,0,3,-0.8541882214,-0.8541882214,0.8056489615,-0.8541882214,0.8056489615,-0.0185946017,-0.8541882214,0.8056489615,-0.0185946017,0.212576132,-0.8541882214,0.8056489615,-0.0185946017,0.212576132,-0.2222105558,-0.8541882214,0.8056489615,-0.0185946017,0.212576132,-0.2222105558,-0.3594137921,-0.8541882214,0.8056489615,-0.0185946017,0.212576132,-0.2222105558,-0.3594137921,0.0067492303,-0.8541882214,0.8056489615,-0.0185946017,0.212576132,-0.2222105558,-0.3594137921,0.0067492303,0.2378547688,-0.8541882214,0.8056489615,-0.0185946017,0.212576132,-0.2222105558,-0.3594137921,0.0067492303,0.2378547688,0.0200934872,0,0,0,0,0,1,0
INFO ASKCONFIRM,7,0,15,,0,-1,,1,,,10.2857142857,0,1,5,0,0,3,1,3,1,0,431,431,0,257,1531,26,1,0,2,2,,,,2,2,s,231,3,Bevor wir zur Bestätigung kommen noch ein Hinweis. Xtra Weekend kann nur nach Ablauf eines Monats bezogen auf das Aktivierungsdatum deaktiviert werden. Je nachdem wann genau Sie diese Option gebucht haben ist Xtra Weekend also möglicherweise noch ein paar Tage aktiviert. Dennoch nehmen wir natürlich Ihren Wunsch entgegen. Sie möchten also Xtra Weekend deaktivieren ist das richtig?,,1531,57,57,0,2,-1.8155209402,-1.8155209402,0.3483896293,-1.8155209402,0.3483896293,-0.4871802682,-1.8155209402,0.3483896293,-0.4871802682,0.6233423827,-1.8155209402,0.3483896293,-0.4871802682,0.6233423827,-0.425949685,-1.8155209402,0.3483896293,-0.4871802682,0.6233423827,-0.425949685,-0.2959580483,-1.8155209402,0.3483896293,-0.4871802682,0.6233423827,-0.425949685,-0.2959580483,-0.0560183328,-1.8155209402,0.3483896293,-0.4871802682,0.6233423827,-0.425949685,-0.2959580483,-0.0560183328,-0.1455487752,-1.8155209402,0.3483896293,-0.4871802682,0.6233423827,-0.425949685,-0.2959580483,-0.0560183328,-0.1455487752,-0.0139074054,1,0,0,1,0,0,0
NAV,8,0,15,,0,-1,,1,,,10,0,1,5,0,0,3,2,3,1,0,454,454,0,272,1531,10,2,1,4,4,,,,4,4,s,262,3,Vielen Dank. Die gewünschte Änderung wird in Kürze für Sie durchgeführt. #NS Sie befinden sich nun wieder am Start. Was kann ich noch,,1531,23,23,0,4,-0.6704385862,-0.6704385862,1.1511222958,-0.6704385862,1.1511222958,-0.0062696018,-0.6704385862,1.1511222958,-0.0062696018,0.3341271866,-0.6704385862,1.1511222958,-0.0062696018,0.3341271866,-0.4150760782,-0.6704385862,1.1511222958,-0.0062696018,0.3341271866,-0.4150760782,-0.5346422263,-0.6704385862,1.1511222958,-0.0062696018,0.3341271866,-0.4150760782,-0.5346422263,-0.0031339843,-0.6704385862,1.1511222958,-0.0062696018,0.3341271866,-0.4150760782,-0.5346422263,-0.0031339843,0.25033329,-0.6704385862,1.1511222958,-0.0062696018,0.3341271866,-0.4150760782,-0.5346422263,-0.0031339843,0.25033329,0.0369051173,0,0,0,0,1,0,0
